Date,Site,Department,RiskScore,IncidentFlag,Temperature,Humidity,EquipmentAge
22-03-2024 12:00,Site B,Logistics,67,0,20.2,60.6,8
22-03-2024 16:00,Site A,Logistics,57,0,21.1,66.7,6
22-03-2024 20:00,Site C,Logistics,46,0,18.3,40.3,6
22-03-2024 20:00,Site D,Safety,38,0,20.8,30.8,6
22-03-2024 22:00,Site A,Safety,56,0,35,47.5,9
22-03-2024 23:00,Site C,Safety,60,0,27.3,69.4,2
23-03-2024 00:00,Site B,Logistics,30,0,23.6,48.2,2
23-03-2024 01:00,Site C,Logistics,49,0,36.8,55,4
23-03-2024 02:00,Site D,Safety,16,0,31.4,84,1
23-03-2024 03:00,Site A,Logistics,70,1,35.5,55,4
23-03-2024 03:00,Site D,Safety,58,0,33,86.9,4
23-03-2024 04:00,Site D,Logistics,53,0,20.4,77.5,8
23-03-2024 04:00,Site B,Safety,35,0,39.6,38.5,8
23-03-2024 05:00,Site A,Logistics,69,1,17,59.9,7
23-03-2024 06:00,Site A,Logistics,92,1,16.8,63.4,4
23-03-2024 07:00,Site B,Manufacturing,69,0,33.6,38.8,5
23-03-2024 07:00,Site B,Manufacturing,43,0,25.2,36.4,10
23-03-2024 09:00,Site A,Manufacturing,70,0,37.2,79.2,7
23-03-2024 10:00,Site D,Safety,35,0,39.3,44,10
23-03-2024 10:00,Site D,Manufacturing,70,0,23.4,38.6,1
23-03-2024 12:00,Site B,Logistics,64,0,21.4,45.5,4
23-03-2024 12:00,Site B,Safety,65,0,16.6,61.6,2
23-03-2024 13:00,Site A,Manufacturing,97,0,39.2,44.6,7
23-03-2024 13:00,Site C,Manufacturing,30,0,36.3,37.7,2
23-03-2024 16:00,Site C,Safety,71,1,16.4,64.5,9
23-03-2024 16:00,Site B,Safety,57,0,19.6,86.7,1
23-03-2024 19:00,Site C,Logistics,20,1,25.3,71.5,10
23-03-2024 19:00,Site B,Logistics,88,1,36.6,85.6,1
23-03-2024 19:00,Site A,Manufacturing,62,0,29.2,52.6,3
23-03-2024 20:00,Site B,Manufacturing,80,0,26.6,64.6,9
23-03-2024 21:00,Site C,Safety,45,0,32.3,86.8,5
23-03-2024 23:00,Site B,Manufacturing,100,0,35.5,80.2,8
24-03-2024 08:00,Site D,Safety,43,0,39.6,61.8,6
24-03-2024 10:00,Site A,Safety,5,0,31.1,36.6,9
24-03-2024 11:00,Site C,Logistics,25,0,34.3,39.4,2
24-03-2024 13:00,Site C,Safety,87,0,19,40.3,5
24-03-2024 16:00,Site D,Manufacturing,95,0,24,72,2
24-03-2024 16:00,Site A,Manufacturing,74,0,31.6,40.2,6
24-03-2024 16:00,Site D,Manufacturing,20,0,38.5,31.6,2
24-03-2024 21:00,Site B,Safety,75,0,36.5,88.9,10
25-03-2024 00:00,Site C,Logistics,18,0,39.4,68.6,4
25-03-2024 04:00,Site B,Logistics,53,0,23.3,50.2,3
25-03-2024 07:00,Site B,Logistics,38,0,34.8,73,7
25-03-2024 08:00,Site B,Manufacturing,63,0,21.1,62.2,7
25-03-2024 10:00,Site A,Manufacturing,11,0,37.8,77.1,10
25-03-2024 10:00,Site A,Manufacturing,83,0,19.8,78.5,3
25-03-2024 12:00,Site B,Manufacturing,90,0,24.7,31,10
25-03-2024 14:00,Site D,Safety,19,0,38.4,86.7,8
25-03-2024 15:00,Site A,Safety,53,1,31.9,80.4,8
25-03-2024 15:00,Site A,Safety,0,0,35.7,70.1,4
25-03-2024 15:00,Site D,Logistics,92,0,32.6,31.4,3
25-03-2024 16:00,Site C,Logistics,21,0,26.5,76.7,7
25-03-2024 17:00,Site A,Manufacturing,76,0,15,65.6,10
25-03-2024 18:00,Site D,Safety,21,0,21.5,47,9
25-03-2024 20:00,Site A,Logistics,37,0,39,72.9,10
25-03-2024 23:00,Site D,Logistics,66,1,19.1,39.4,8
26-03-2024 00:00,Site C,Safety,3,0,20.5,52.3,2
26-03-2024 02:00,Site B,Logistics,94,0,34.2,65,8
26-03-2024 02:00,Site D,Manufacturing,100,0,32,30.5,6
26-03-2024 06:00,Site B,Manufacturing,75,0,39.7,69.9,6
26-03-2024 06:00,Site A,Safety,43,0,20,41.8,8
26-03-2024 08:00,Site B,Logistics,52,0,25.3,60.6,10
26-03-2024 09:00,Site D,Logistics,89,0,18.9,83.3,6
26-03-2024 17:00,Site B,Safety,33,0,34.2,84.4,1
26-03-2024 20:00,Site D,Logistics,10,0,33.1,53.7,3
26-03-2024 22:00,Site A,Manufacturing,94,0,24.9,44.9,10
26-03-2024 22:00,Site B,Manufacturing,20,0,15.7,32.2,7
27-03-2024 00:00,Site D,Manufacturing,37,0,23.4,64.9,5
27-03-2024 00:00,Site B,Logistics,62,0,25.9,72.7,3
27-03-2024 02:00,Site C,Safety,29,0,34.4,55.4,2
27-03-2024 02:00,Site C,Safety,69,0,24.2,39,8
27-03-2024 04:00,Site B,Logistics,81,0,25.4,55.3,7
27-03-2024 05:00,Site B,Manufacturing,97,0,26.3,65.8,8
27-03-2024 09:00,Site C,Logistics,30,0,16.7,51.8,5
27-03-2024 11:00,Site D,Safety,7,0,17.6,56.8,9
27-03-2024 14:00,Site D,Manufacturing,8,0,22,65.1,10
27-03-2024 14:00,Site B,Manufacturing,45,0,17.7,83.9,4
27-03-2024 15:00,Site C,Safety,8,0,29.3,42.8,7
27-03-2024 17:00,Site D,Safety,73,0,37.8,66,6
27-03-2024 17:00,Site B,Safety,27,1,34.1,37.8,7
27-03-2024 17:00,Site C,Manufacturing,63,0,29.7,71.2,2
27-03-2024 20:00,Site C,Safety,67,0,28.5,83.6,1
28-03-2024 02:00,Site D,Logistics,78,0,38.7,75.4,3
28-03-2024 03:00,Site B,Safety,99,0,27,34.5,9
28-03-2024 09:00,Site A,Logistics,24,1,32.7,32.5,7
28-03-2024 10:00,Site D,Safety,1,1,26.9,47.7,4
28-03-2024 12:00,Site A,Safety,58,0,39,39.1,3
28-03-2024 12:00,Site D,Safety,100,0,29.6,61.9,4
28-03-2024 13:00,Site D,Safety,99,0,33.5,48.9,1
28-03-2024 15:00,Site C,Manufacturing,38,0,29.1,71.2,7
28-03-2024 15:00,Site A,Manufacturing,47,0,37.1,68.7,10
28-03-2024 15:00,Site B,Manufacturing,33,0,16.6,74.6,4
28-03-2024 20:00,Site C,Logistics,73,0,17,36,6
28-03-2024 20:00,Site C,Manufacturing,22,1,29.2,55.8,4
29-03-2024 01:00,Site B,Manufacturing,84,0,39.1,55.2,4
29-03-2024 02:00,Site A,Logistics,92,0,33.3,37.2,10
29-03-2024 02:00,Site A,Logistics,3,1,38.8,59.8,4
29-03-2024 02:00,Site A,Logistics,3,0,24.4,63.2,9
29-03-2024 04:00,Site C,Logistics,44,0,36.7,30.8,8
29-03-2024 06:00,Site A,Manufacturing,20,0,31,43.2,2
29-03-2024 07:00,Site C,Logistics,17,0,35.7,53.6,5
29-03-2024 09:00,Site C,Manufacturing,71,0,38.9,62.3,10
29-03-2024 12:00,Site C,Manufacturing,20,0,35.1,45.8,10
29-03-2024 13:00,Site A,Safety,92,1,21,40.8,1
29-03-2024 16:00,Site A,Safety,33,0,33.8,58.3,7
29-03-2024 18:00,Site B,Manufacturing,38,0,19.8,56.5,6
30-03-2024 00:00,Site A,Safety,82,0,15,86.2,7
30-03-2024 08:00,Site A,Logistics,0,0,31,86.4,6
30-03-2024 11:00,Site B,Manufacturing,24,0,28.5,69.6,2
30-03-2024 11:00,Site D,Logistics,26,0,32.3,80.8,5
30-03-2024 13:00,Site C,Logistics,25,0,18.9,87.2,8
30-03-2024 15:00,Site B,Safety,64,0,38.4,71.6,2
30-03-2024 16:00,Site C,Manufacturing,84,0,35.8,36.3,8
30-03-2024 19:00,Site A,Logistics,23,0,19.4,69.8,4
30-03-2024 23:00,Site C,Manufacturing,87,0,28.2,50.2,10
30-03-2024 23:00,Site C,Logistics,23,0,24.8,57.3,9
31-03-2024 03:00,Site B,Safety,57,0,30.1,83.5,2
31-03-2024 08:00,Site D,Safety,92,0,15.3,31,3
31-03-2024 12:00,Site C,Manufacturing,76,0,39.4,46.7,6
31-03-2024 12:00,Site D,Safety,65,0,32.3,44.8,2
31-03-2024 15:00,Site C,Manufacturing,87,1,31.1,41.9,7
31-03-2024 17:00,Site D,Safety,18,0,32.5,44.7,8
31-03-2024 17:00,Site A,Safety,81,0,23.8,61,10
31-03-2024 20:00,Site A,Safety,47,0,22.8,77.8,9
31-03-2024 21:00,Site B,Manufacturing,50,0,18.9,65.4,9
31-03-2024 22:00,Site A,Safety,88,1,31.7,55.7,3
31-03-2024 23:00,Site D,Safety,70,0,32.2,47.2,4
01-04-2024 02:00,Site D,Logistics,87,0,19.7,33.9,8
01-04-2024 03:00,Site D,Manufacturing,82,0,22.7,41.8,1
01-04-2024 05:00,Site A,Logistics,9,0,31.4,73,6
01-04-2024 05:00,Site D,Manufacturing,6,0,27,53.4,10
01-04-2024 06:00,Site A,Manufacturing,38,0,39.6,62,3
01-04-2024 09:00,Site B,Logistics,77,0,29.1,75.9,3
01-04-2024 10:00,Site B,Manufacturing,93,1,22.8,47.5,6
01-04-2024 12:00,Site A,Logistics,80,0,18.2,33.7,4
01-04-2024 16:00,Site C,Logistics,74,0,22.8,77.1,8
01-04-2024 16:00,Site A,Manufacturing,57,0,28.5,45.4,2
01-04-2024 18:00,Site D,Safety,71,0,27.9,87.8,3
01-04-2024 19:00,Site A,Manufacturing,48,0,22.4,40.1,1
01-04-2024 20:00,Site C,Logistics,31,0,27,39.9,10
01-04-2024 21:00,Site A,Safety,67,0,22.6,59.1,2
01-04-2024 21:00,Site C,Safety,83,0,18,38,1
02-04-2024 02:00,Site D,Logistics,93,0,20.4,63.4,1
02-04-2024 04:00,Site C,Logistics,65,0,29,89.1,3
02-04-2024 05:00,Site C,Safety,48,0,29.3,85.4,2
02-04-2024 10:00,Site D,Safety,5,0,31.3,87.6,2
02-04-2024 10:00,Site C,Logistics,19,0,18.3,35.7,1
02-04-2024 10:00,Site A,Safety,91,0,31.7,73.1,4
02-04-2024 11:00,Site D,Manufacturing,49,0,17.2,34.6,8
02-04-2024 15:00,Site A,Safety,97,0,17.9,43.7,6
02-04-2024 15:00,Site D,Logistics,79,0,15,89.4,3
02-04-2024 15:00,Site A,Logistics,82,0,23.5,71.7,1
02-04-2024 19:00,Site B,Safety,43,0,30,75.5,3
02-04-2024 20:00,Site C,Manufacturing,12,0,33.8,67.5,1
02-04-2024 23:00,Site A,Logistics,81,0,19.7,88.1,10
03-04-2024 00:00,Site A,Manufacturing,77,0,15.7,36.6,7
03-04-2024 00:00,Site B,Manufacturing,80,0,36.5,35.8,4
03-04-2024 02:00,Site B,Safety,3,0,30.3,45.5,6
03-04-2024 02:00,Site D,Logistics,48,0,27.3,58.2,2
03-04-2024 02:00,Site C,Logistics,27,0,15.4,42.5,5
03-04-2024 02:00,Site D,Manufacturing,73,0,33.3,51.7,8
03-04-2024 04:00,Site C,Manufacturing,14,0,28.8,37.9,9
03-04-2024 05:00,Site D,Logistics,44,0,32.3,87.7,5
03-04-2024 06:00,Site B,Logistics,3,0,34.6,52.3,3
03-04-2024 06:00,Site C,Logistics,1,0,15.3,80.9,10
03-04-2024 10:00,Site A,Manufacturing,54,0,38.5,78.3,1
03-04-2024 10:00,Site B,Logistics,60,1,17.4,88.9,3
03-04-2024 13:00,Site B,Safety,2,0,17.5,81.1,6
03-04-2024 13:00,Site A,Safety,100,0,35.7,59,4
03-04-2024 15:00,Site B,Safety,88,0,16.2,45.5,4
03-04-2024 16:00,Site A,Safety,69,0,32,62.7,10
03-04-2024 16:00,Site D,Logistics,35,1,25.6,59.5,8
03-04-2024 17:00,Site B,Logistics,24,0,19.3,83.1,6
03-04-2024 20:00,Site C,Safety,98,1,18.3,69.7,7
03-04-2024 20:00,Site D,Safety,1,0,20.4,36.3,3
03-04-2024 21:00,Site C,Logistics,16,0,30,65.1,5
03-04-2024 22:00,Site B,Manufacturing,86,0,19.1,75.3,10
03-04-2024 23:00,Site D,Logistics,2,0,25.4,34.3,6
04-04-2024 00:00,Site D,Logistics,67,0,39.3,51.6,5
04-04-2024 02:00,Site B,Logistics,78,0,24.8,76.8,8
04-04-2024 05:00,Site A,Manufacturing,76,0,33.5,65.1,4
04-04-2024 06:00,Site C,Manufacturing,77,0,23,74.3,3
04-04-2024 07:00,Site B,Logistics,54,0,38.1,60.2,6
04-04-2024 12:00,Site C,Safety,7,0,28.7,44.4,2
04-04-2024 12:00,Site C,Safety,49,0,26.1,87.3,4
04-04-2024 14:00,Site D,Safety,81,0,24.2,69.9,2
04-04-2024 14:00,Site B,Logistics,33,0,33.3,37.3,3
04-04-2024 14:00,Site C,Logistics,30,0,25.4,60.6,7
04-04-2024 16:00,Site A,Logistics,98,0,39.7,67.5,9
04-04-2024 19:00,Site B,Logistics,44,1,33.2,58.9,6
04-04-2024 20:00,Site A,Safety,49,0,28.4,81.1,1
04-04-2024 23:00,Site A,Manufacturing,15,0,38.9,68,5
05-04-2024 00:00,Site B,Manufacturing,53,0,26.2,71.9,10
05-04-2024 00:00,Site A,Safety,77,0,25.1,44.6,4
05-04-2024 03:00,Site C,Logistics,9,0,28,75.9,2
05-04-2024 04:00,Site C,Manufacturing,77,0,39.3,72.2,8
05-04-2024 04:00,Site A,Safety,26,1,27.5,62.9,3
05-04-2024 14:00,Site D,Safety,71,0,27.9,38.5,6
05-04-2024 20:00,Site B,Safety,32,0,34,68.3,5
06-04-2024 00:00,Site C,Safety,91,1,33.6,76.6,1
06-04-2024 01:00,Site C,Logistics,40,0,21.3,68.2,9
06-04-2024 01:00,Site D,Logistics,47,0,30.1,50.5,6
06-04-2024 05:00,Site C,Manufacturing,44,0,28.9,56.5,9
06-04-2024 06:00,Site B,Safety,16,0,22.9,88.4,8
06-04-2024 06:00,Site D,Logistics,89,0,34.6,53.6,1
06-04-2024 09:00,Site B,Logistics,17,0,38.9,56.6,8
06-04-2024 11:00,Site A,Manufacturing,4,0,27.3,47.3,9
06-04-2024 18:00,Site A,Manufacturing,85,0,35.7,59.1,6
06-04-2024 18:00,Site A,Safety,89,0,27.7,53.3,1
06-04-2024 20:00,Site C,Logistics,50,0,26.9,47.6,2
06-04-2024 23:00,Site A,Manufacturing,42,0,31.5,85.3,9
07-04-2024 00:00,Site B,Logistics,46,0,21.4,62.1,5
07-04-2024 08:00,Site B,Safety,98,0,28.2,77,10
07-04-2024 13:00,Site A,Logistics,0,0,26.4,77.6,8
07-04-2024 15:00,Site A,Logistics,14,0,23,72.8,5
07-04-2024 16:00,Site A,Manufacturing,34,0,21.6,51.9,3
07-04-2024 19:00,Site B,Manufacturing,24,0,21.3,38.1,3
07-04-2024 23:00,Site A,Manufacturing,96,0,27.7,38.9,10
08-04-2024 01:00,Site B,Logistics,83,1,18.3,59,3
08-04-2024 02:00,Site A,Safety,42,0,38.3,77.8,4
08-04-2024 02:00,Site D,Manufacturing,63,0,33.7,43.5,1
08-04-2024 04:00,Site A,Logistics,2,1,27.8,41.4,8
08-04-2024 05:00,Site D,Manufacturing,2,1,20.6,38.7,9
08-04-2024 05:00,Site C,Logistics,70,0,16.9,36.4,3
08-04-2024 05:00,Site A,Logistics,64,0,32.2,37.3,9
08-04-2024 06:00,Site C,Safety,36,0,20,56.3,2
08-04-2024 07:00,Site B,Logistics,16,0,33.2,79.7,1
08-04-2024 09:00,Site A,Logistics,12,0,29.8,44.1,6
08-04-2024 09:00,Site D,Logistics,53,1,24.4,36.9,2
08-04-2024 12:00,Site B,Logistics,89,0,39.9,60.8,7
08-04-2024 14:00,Site A,Logistics,22,0,15.1,58.5,10
08-04-2024 17:00,Site D,Manufacturing,56,0,36.3,54,9
08-04-2024 22:00,Site A,Logistics,43,0,37.8,57,3
08-04-2024 22:00,Site D,Logistics,88,0,15.7,87.7,9
09-04-2024 01:00,Site D,Safety,52,0,27.8,77,4
09-04-2024 03:00,Site B,Manufacturing,6,0,33.7,67.6,6
09-04-2024 04:00,Site D,Manufacturing,80,0,33.4,83.7,1
09-04-2024 06:00,Site A,Manufacturing,15,0,28.4,33.3,5
09-04-2024 06:00,Site D,Logistics,7,0,16.3,83.2,3
09-04-2024 07:00,Site B,Logistics,61,0,17.7,72.6,3
09-04-2024 08:00,Site D,Logistics,60,0,33.7,66.1,6
09-04-2024 13:00,Site C,Manufacturing,58,0,36.8,37.8,4
09-04-2024 15:00,Site A,Logistics,23,1,17.6,46.6,10
09-04-2024 17:00,Site A,Logistics,63,0,15.8,55,6
09-04-2024 23:00,Site D,Manufacturing,6,0,16.8,45.4,5
10-04-2024 00:00,Site C,Logistics,26,0,19.3,51.3,8
10-04-2024 05:00,Site D,Manufacturing,80,0,18,50.3,3
10-04-2024 08:00,Site B,Logistics,82,0,35.1,52.1,2
10-04-2024 09:00,Site C,Safety,64,0,32.1,52.8,8
10-04-2024 10:00,Site A,Manufacturing,63,0,32.1,34.4,9
10-04-2024 10:00,Site B,Safety,57,0,31.2,45.6,5
10-04-2024 12:00,Site C,Manufacturing,53,0,22.6,47.5,2
10-04-2024 14:00,Site C,Safety,16,0,22.4,68.3,2
10-04-2024 14:00,Site B,Manufacturing,0,0,26,61.3,1
10-04-2024 20:00,Site C,Manufacturing,36,0,15,64.5,2
10-04-2024 21:00,Site B,Safety,63,0,15.7,58.3,4
11-04-2024 01:00,Site B,Manufacturing,88,0,27.2,70.6,5
11-04-2024 03:00,Site D,Safety,58,0,26.1,58.7,2
11-04-2024 04:00,Site D,Logistics,95,0,25.5,45,8
11-04-2024 04:00,Site B,Manufacturing,95,0,36.9,31.9,2
11-04-2024 06:00,Site C,Safety,47,0,16.3,88.1,5
11-04-2024 07:00,Site D,Safety,13,0,27.4,88.8,7
11-04-2024 10:00,Site D,Logistics,59,0,32.5,61.7,6
11-04-2024 11:00,Site C,Manufacturing,89,0,27.9,58.3,3
11-04-2024 11:00,Site B,Logistics,15,0,17.9,50.5,2
11-04-2024 14:00,Site C,Safety,76,0,18.6,52.1,7
11-04-2024 14:00,Site A,Logistics,39,0,26.4,54.6,6
11-04-2024 14:00,Site A,Safety,50,0,26.9,63,3
11-04-2024 16:00,Site D,Safety,96,0,39.4,78.6,4
11-04-2024 16:00,Site D,Logistics,24,0,17.8,44.8,4
11-04-2024 17:00,Site A,Logistics,55,1,26.9,59.6,6
11-04-2024 17:00,Site D,Manufacturing,53,0,38.3,72.6,2
11-04-2024 19:00,Site D,Manufacturing,74,0,34.9,81.2,8
11-04-2024 22:00,Site C,Logistics,54,0,16.3,32.6,3
11-04-2024 22:00,Site A,Logistics,30,0,16.2,66.5,6
12-04-2024 00:00,Site C,Logistics,64,0,39.2,49.8,6
12-04-2024 01:00,Site A,Safety,36,0,15.4,64.2,7
12-04-2024 09:00,Site C,Manufacturing,73,0,27.2,31.3,6
12-04-2024 16:00,Site B,Safety,15,0,34.8,41.2,4
12-04-2024 17:00,Site A,Logistics,18,0,29.7,75.2,10
12-04-2024 18:00,Site D,Manufacturing,36,0,26.1,48.2,4
12-04-2024 21:00,Site A,Logistics,24,1,24.2,63.9,5
12-04-2024 22:00,Site D,Safety,65,0,26.3,30.8,10
12-04-2024 22:00,Site B,Safety,67,0,16.7,54.2,6
13-04-2024 00:00,Site C,Logistics,79,0,39,42.9,3
13-04-2024 00:00,Site A,Safety,24,0,35.6,81.7,10
13-04-2024 02:00,Site C,Safety,0,0,22.8,64.5,6
13-04-2024 07:00,Site B,Safety,4,0,18.2,54.9,10
13-04-2024 08:00,Site C,Safety,54,0,31.1,36.4,1
13-04-2024 11:00,Site C,Safety,59,0,37.7,84.8,2
13-04-2024 13:00,Site A,Safety,2,0,37.9,37,8
13-04-2024 16:00,Site A,Manufacturing,26,0,20.8,67.8,3
13-04-2024 18:00,Site C,Safety,8,0,23.3,73.1,8
13-04-2024 18:00,Site B,Manufacturing,85,0,33.5,81.4,2
13-04-2024 20:00,Site B,Logistics,5,0,37.6,56.6,6
14-04-2024 01:00,Site B,Manufacturing,81,0,36.1,65.2,8
14-04-2024 02:00,Site A,Safety,15,0,37.6,83.3,10
14-04-2024 03:00,Site A,Manufacturing,4,0,34,38.8,2
14-04-2024 04:00,Site B,Logistics,66,0,29.4,34.4,10
14-04-2024 10:00,Site D,Safety,15,0,31.1,51.5,4
14-04-2024 12:00,Site D,Manufacturing,15,0,22.1,33.2,8
14-04-2024 13:00,Site A,Manufacturing,7,0,29.9,67.4,7
14-04-2024 14:00,Site A,Logistics,71,0,30.2,52.6,7
14-04-2024 14:00,Site A,Logistics,98,0,27.4,79.9,4
14-04-2024 16:00,Site D,Safety,89,0,26.8,61.3,7
14-04-2024 17:00,Site B,Manufacturing,47,1,23.2,66.6,8
14-04-2024 18:00,Site C,Manufacturing,51,0,21.5,78.8,2
14-04-2024 22:00,Site C,Logistics,91,0,38.9,71.9,4
14-04-2024 22:00,Site D,Safety,31,1,28.4,63.7,3
14-04-2024 23:00,Site C,Safety,53,0,15.4,66.7,2
14-04-2024 23:00,Site B,Logistics,18,0,16.6,55.7,1
15-04-2024 01:00,Site D,Logistics,98,0,25.4,75,8
15-04-2024 02:00,Site C,Manufacturing,37,1,25.9,43.3,4
15-04-2024 05:00,Site B,Manufacturing,18,0,28.6,60.3,7
15-04-2024 06:00,Site A,Safety,5,0,24.5,72.8,1
15-04-2024 06:00,Site C,Manufacturing,32,0,25.5,36.5,4
15-04-2024 07:00,Site C,Logistics,36,0,17.6,47.9,7
15-04-2024 09:00,Site D,Manufacturing,67,0,33,39.5,5
15-04-2024 15:00,Site A,Manufacturing,52,1,16.7,47.6,7
15-04-2024 17:00,Site C,Manufacturing,68,0,32,77.9,9
15-04-2024 17:00,Site B,Logistics,50,0,22.4,47.4,9
15-04-2024 20:00,Site D,Logistics,63,0,32.5,55.3,7
15-04-2024 21:00,Site A,Safety,47,0,23.7,65.3,10
15-04-2024 21:00,Site A,Manufacturing,99,0,34.2,53.3,10
15-04-2024 21:00,Site D,Safety,94,0,34.7,74.5,4
15-04-2024 21:00,Site A,Logistics,33,1,34.4,62.7,6
15-04-2024 22:00,Site B,Safety,34,0,28.8,77.2,5
15-04-2024 22:00,Site A,Logistics,37,0,34,67.3,4
16-04-2024 04:00,Site B,Safety,36,1,17.9,51,1
16-04-2024 06:00,Site A,Logistics,21,0,20.4,76.3,2
16-04-2024 07:00,Site A,Safety,82,0,23,87.1,1
16-04-2024 08:00,Site D,Logistics,27,0,18.6,87.7,9
16-04-2024 16:00,Site C,Manufacturing,15,1,33.4,80.7,5
16-04-2024 19:00,Site D,Manufacturing,6,0,16.9,71.2,10
16-04-2024 23:00,Site A,Safety,89,0,16.2,37.8,10
17-04-2024 07:00,Site A,Safety,21,1,28,88.1,3
17-04-2024 14:00,Site A,Manufacturing,51,0,17.9,68.4,1
17-04-2024 14:00,Site B,Safety,32,0,33.8,38.3,2
17-04-2024 15:00,Site B,Safety,55,0,31.4,55.6,10
17-04-2024 16:00,Site C,Logistics,17,0,16.1,37.1,6
17-04-2024 17:00,Site D,Manufacturing,85,0,24.4,45.6,9
17-04-2024 20:00,Site C,Manufacturing,35,0,34,51.4,4
17-04-2024 21:00,Site A,Safety,100,0,23.6,70,3
17-04-2024 22:00,Site B,Manufacturing,58,0,39.1,55.5,8
17-04-2024 23:00,Site B,Logistics,74,0,36.4,85.3,8
18-04-2024 04:00,Site A,Logistics,61,0,31,63.1,6
18-04-2024 05:00,Site C,Safety,47,0,19,52.2,2
18-04-2024 06:00,Site B,Logistics,69,0,36.1,56.1,2
18-04-2024 07:00,Site D,Manufacturing,67,0,18.1,87.4,9
18-04-2024 13:00,Site C,Manufacturing,3,0,24.8,58.5,3
18-04-2024 17:00,Site A,Safety,37,1,36.9,61.9,2
18-04-2024 17:00,Site C,Manufacturing,27,0,25.6,83.4,9
18-04-2024 17:00,Site D,Logistics,60,0,35.8,84.4,3
18-04-2024 17:00,Site A,Logistics,53,0,33.7,45.1,9
18-04-2024 20:00,Site C,Logistics,99,1,25.4,37.8,6
18-04-2024 20:00,Site B,Safety,20,0,15.3,67.7,1
18-04-2024 23:00,Site C,Logistics,2,0,15.1,38.3,9
19-04-2024 01:00,Site C,Safety,95,1,26.3,76.3,6
19-04-2024 01:00,Site B,Manufacturing,71,0,25.2,74.8,6
19-04-2024 02:00,Site A,Manufacturing,98,0,38.9,34.4,3
19-04-2024 03:00,Site C,Safety,48,0,22.3,50,3
19-04-2024 03:00,Site D,Safety,64,0,39.9,78.2,5
19-04-2024 04:00,Site A,Safety,14,0,19.6,74.3,6
19-04-2024 07:00,Site A,Safety,82,0,39.3,46.4,1
19-04-2024 09:00,Site B,Safety,62,1,33.3,79.8,10
19-04-2024 09:00,Site A,Manufacturing,66,1,20.4,33.8,3
19-04-2024 09:00,Site D,Manufacturing,86,0,24.5,38.6,3
19-04-2024 10:00,Site D,Logistics,24,0,31.3,78,2
19-04-2024 11:00,Site B,Safety,91,0,21.3,56.3,1
19-04-2024 12:00,Site A,Logistics,55,0,32.8,45.8,7
19-04-2024 14:00,Site C,Logistics,49,0,39.3,86.1,3
19-04-2024 15:00,Site D,Manufacturing,82,0,24,39.2,10
19-04-2024 20:00,Site C,Safety,20,0,27.7,33.9,2
19-04-2024 22:00,Site A,Safety,3,0,18,63.2,2
19-04-2024 22:00,Site D,Safety,6,0,17.7,64.5,1
19-04-2024 22:00,Site A,Safety,0,0,24.5,50,5
19-04-2024 23:00,Site D,Manufacturing,76,0,27,87.3,9
20-04-2024 00:00,Site A,Safety,89,0,17.2,31.6,8
20-04-2024 01:00,Site C,Manufacturing,23,0,22.1,41.5,4
20-04-2024 07:00,Site B,Logistics,5,0,21,34.6,3
20-04-2024 08:00,Site A,Manufacturing,42,0,38,54.2,10
20-04-2024 08:00,Site B,Manufacturing,97,0,30.3,58,4
20-04-2024 08:00,Site C,Manufacturing,87,0,20.9,46,7
20-04-2024 13:00,Site C,Manufacturing,71,0,28.3,60.5,7
20-04-2024 14:00,Site C,Logistics,77,0,39.4,54.9,1
20-04-2024 16:00,Site A,Manufacturing,32,1,34.5,69.3,1
20-04-2024 16:00,Site B,Safety,75,0,24.9,65.9,5
20-04-2024 17:00,Site B,Safety,29,0,32,76.7,8
20-04-2024 17:00,Site B,Manufacturing,59,0,30,70,7
20-04-2024 17:00,Site A,Logistics,38,0,17.6,89.6,3
20-04-2024 21:00,Site D,Safety,10,0,22.3,58.4,9
20-04-2024 21:00,Site C,Safety,86,0,28.9,64.1,4
20-04-2024 22:00,Site A,Logistics,74,0,18.4,84.9,2
21-04-2024 00:00,Site A,Safety,3,0,28,68.4,8
21-04-2024 02:00,Site C,Logistics,5,0,38.4,88.2,10
21-04-2024 03:00,Site D,Logistics,68,0,25.6,47.3,6
21-04-2024 04:00,Site D,Manufacturing,92,0,17.8,61,7
21-04-2024 04:00,Site A,Logistics,71,1,23.7,45.4,6
21-04-2024 09:00,Site A,Manufacturing,80,0,33.3,62.7,9
21-04-2024 10:00,Site D,Manufacturing,44,0,26.7,60.5,1
21-04-2024 11:00,Site D,Logistics,84,0,19.6,71.8,8
21-04-2024 11:00,Site D,Manufacturing,45,0,18.5,72.7,1
21-04-2024 13:00,Site A,Safety,85,0,37.4,88.6,9
21-04-2024 14:00,Site C,Manufacturing,95,0,28.7,54.9,6
21-04-2024 19:00,Site B,Safety,64,0,22.3,72.2,4
22-04-2024 00:00,Site A,Safety,1,0,17.4,41.2,8
22-04-2024 02:00,Site B,Manufacturing,16,0,29.3,65.2,5
22-04-2024 02:00,Site B,Manufacturing,13,0,22.2,42,2
22-04-2024 04:00,Site B,Manufacturing,36,0,17.6,77.6,10
22-04-2024 06:00,Site D,Safety,35,0,26.1,35.5,6
22-04-2024 07:00,Site D,Manufacturing,60,0,37.7,55.9,10
22-04-2024 14:00,Site A,Logistics,60,0,18.4,79.4,4
